id,value
id_0,25.09763229683023
id_1,61.85240694512953
id_2,23.542435612035515
id_3,27.730037548884276
id_4,8.871856646545396
id_5,29.43700528986385
id_6,38.0978078978322
id_7,16.129885073981047
id_8,43.6409210072641
id_9,32.84474572453327
id_10,37.28513529245173
id_11,60.319629513640876
id_12,31.334827877610998
id_13,33.15688923274138
id_14,27.03468573704348
id_15,12.799430603031107
id_16,51.10099575462776
id_17,23.987057751118808
id_18,14.961420997726176
id_19,16.503396623927436
id_20,15.058963774007516
id_21,29.075733398367753
id_22,37.91903614356148
id_23,14.842767777729508
id_24,61.42494023210517
id_25,43.12193842038506
id_26,22.740329754609945
id_27,9.512806151381445
id_28,31.346826128811934
id_29,32.689359027208056
id_30,11.097601181210987
id_31,10.108361292236207
id_32,16.540778153594097
id_33,8.76538984137079
id_34,17.897414870644404
id_35,39.024869487486605
id_36,19.815341444618216
id_37,24.8683226523055
id_38,10.597425345555806
id_39,64.49761202882915
id_40,45.62686730056805
id_41,23.960151684493002
id_42,52.674470151909205
id_43,20.680767072163963
id_44,42.99956862499816
id_45,48.6602608745503
id_46,60.011972597834955
id_47,40.30939209574685
id_48,50.928767112471846
id_49,36.27386080337631
id_50,28.47575761351868
id_51,20.247226242368498
id_52,38.60539852545964
id_53,21.84018047882959
id_54,35.47087478244434
id_55,40.646397134711506
id_56,23.348176294959643
id_57,21.29398933301426
id_58,32.50332613125276
id_59,33.12900151580919
id_60,8.987836641335171
id_61,24.014935674941942
id_62,31.22094333088495
id_63,54.24803646356577
id_64,47.53934858361225
id_65,25.533854285327248
id_66,37.87605974720127
id_67,51.37499692387807
id_68,24.947314843012037
id_69,35.7654210373719
id_70,66.27609864153696
id_71,53.34599894614777
id_72,43.72576034637452
id_73,12.967027962208205
id_74,10.761222161029991
id_75,36.01604887281908
id_76,62.7697853174439
id_77,3.83308077542738
id_78,40.14914541206484
id_79,38.72546434863016
id_80,11.92662810606743
id_81,19.697660095602007
id_82,6.416521123622868
id_83,30.59592987429705
id_84,8.861780707666963
id_85,11.50776805236584
id_86,15.278504655111103
id_87,12.553950034546904
id_88,19.824012040169663
id_89,23.81905636803889
id_90,33.16542233812462
id_91,9.494971222543839
id_92,14.658670129558056
id_93,11.546037671869131
id_94,33.58650112979554
id_95,19.55554030807785
id_96,13.596018086035164
id_97,6.217279970162426
id_98,11.210922664791358
id_99,12.242667069026012
id_100,9.35616957931747
id_101,19.79579430136643
id_102,11.086056725341521
id_103,11.932907294290066
id_104,13.715244280967173
id_105,33.29432474082826
id_106,22.85910347710782
id_107,10.162753223488316
id_108,16.38924486121761
id_109,15.671974446183864
id_110,13.30490648869962
id_111,10.648399439812179
id_112,17.867367997069767
id_113,21.495976623376123
id_114,20.50933643019573
id_115,18.267055446026408
id_116,9.55014684625597
id_117,41.77192111124111
id_118,23.331382174659655
id_119,6.071127400730197
id_120,2.8579473028256333
id_121,10.208534484641481
id_122,10.159358883720296
id_123,9.712675355916152
id_124,8.976068659142287
id_125,24.164403823886964
id_126,22.28735030688593
id_127,8.851846002507445
id_128,18.7021465923521
id_129,15.791957388670863
id_130,4.4116054858299885
id_131,31.10237294723609
id_132,17.53044689150141
id_133,20.956299883560913
id_134,25.16872743869389
id_135,22.472266389576287
id_136,10.897690500156505
id_137,24.155253527761683
id_138,90.53825003889285
id_139,64.04382466046535
id_140,29.372291320165402
id_141,16.47121434710165
id_142,21.1621919196842
id_143,8.987142264698035
id_144,13.086032224324356
id_145,11.17796052959272
id_146,16.362417092502078
id_147,9.26848416549836
id_148,13.3777149631395
id_149,14.453779717469146
id_150,43.02484227328776
id_151,17.506043663219494
id_152,20.606667485076176
id_153,10.977525325186289
id_154,19.000129724813398
id_155,26.171425164074115
id_156,14.60807456604018
id_157,34.38646393340933
id_158,8.654510630759074
id_159,15.246461709029248
id_160,46.24885160561795
id_161,17.95558560764546
id_162,62.518364775503215
id_163,16.344125596279053
id_164,33.626112023472
id_165,23.27306290621393
id_166,23.201982690781886
id_167,2.2193478048053996
id_168,73.00732214806627
id_169,18.83667088359743
id_170,15.441285672551448
id_171,79.05539665234801
id_172,16.849225328639594
id_173,6.184322040685536
id_174,26.612331807028358
